sr_no,category,procedure_name,non_nabh_rate,nabh_rate,notes
1730,LABORATORY - BIOCHEMISTRY,Serum homocysteine,450.0,518.0,
1731,LABORATORY - BIOCHEMISTRY,Serum valproate level,315.0,362.0,
1732,LABORATORY - BIOCHEMISTRY,Serum phenobarbitone level,350.0,403.0,
1733,LABORATORY - BIOCHEMISTRY,Coagulation profile,245.0,282.0,
1714,LABORATORY - BIOCHEMISTRY,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)",,,
1715,LABORATORY - BIOCHEMISTRY,Dexa Scan Bone Densitometry Whole body,,,
1735,NEUROLOGY INVESTIGATIONS,Serum lactate level (Select CGHS rate code 1479 for approved rate) See code 1479 See code 1479,135.0,155.0,see code 1479
1737,NEUROLOGY INVESTIGATIONS,Special studies,1000.0,1150.0,
1738,NEUROLOGY INVESTIGATIONS,PCR for tuberculosis/ Herpes simplex,1200.0,1380.0,
1739,NEUROLOGY INVESTIGATIONS,Bacterial culture and sensitivity,125.0,144.0,
1740,NEUROLOGY INVESTIGATIONS,Mycobacterial culture and sensitivity,125.0,144.0,
1741,NEUROLOGY INVESTIGATIONS,Fungal culture,128.0,147.0,
1742,NEUROLOGY INVESTIGATIONS,Malignant cells,64.0,74.0,
1746,NEUROLOGY INVESTIGATIONS,Oligoclonal band,1200.0,1380.0,
1747,NEUROLOGY INVESTIGATIONS,Myelin Basic protein,200.0,230.0,
978,NEUROLOGY INVESTIGATIONS,See code 1335 See code 1335 See code 1336 See code 1336,420.0,483.0,see code 1335
1754,NEUROLOGY INVESTIGATIONS,HBV genotyping,2500.0,2875.0,
1755,NEUROLOGY INVESTIGATIONS,HCV genotyping,4230.0,4865.0,
1744,NEUROLOGY INVESTIGATIONS,Viral culture,1745.0,1748.0,
1749,NEUROLOGY INVESTIGATIONS,Cryptococcal antigen TESTS IN GASTRO-ENTEROLOGY,,,
1750,NEUROLOGY INVESTIGATIONS,D xylase test Faecal / Fecal fat test/ fecal chymotrypsin/ fecal,,,
1751,NEUROLOGY INVESTIGATIONS,elastase (Select CGHS rate code 1335 for approved rate) Breath tests (select CGHS rate code 1336 for,1752.0,1752.0,
1753,NEUROLOGY INVESTIGATIONS,disease TESTS IN ENDOCRINOLOGY ( IN ADDITION TO THOSE INCLUDED UNDER HORMONES),,,
1756,NEUROLOGY INVESTIGATIONS,Urinary vanillylmandelic acid (VMA),765.0,880.0,
1757,NEUROLOGY INVESTIGATIONS,Urinary metanephrine/Normetanephrine,1138.0,1309.0,
1758,NEUROLOGY INVESTIGATIONS,Urinary free catecholamine,1690.0,1944.0,
1759,NEUROLOGY INVESTIGATIONS,Serum catecholamine,3000.0,3450.0,
1760,NEUROLOGY INVESTIGATIONS,Serum aldosterone,1125.0,1294.0,
1761,NEUROLOGY INVESTIGATIONS,24 Hr urinary aldosterone,920.0,1058.0,
1762,NEUROLOGY INVESTIGATIONS,Plasma renin activity,1000.0,1150.0,
1763,NEUROLOGY INVESTIGATIONS,Serum aldosterone/renin ratio,1200.0,1380.0,
1764,NEUROLOGY INVESTIGATIONS,Osmolality urine,128.0,147.0,
1765,NEUROLOGY INVESTIGATIONS,Osmolality serum,128.0,147.0,
1766,NEUROLOGY INVESTIGATIONS,Urinary sodium,80.0,92.0,
1767,NEUROLOGY INVESTIGATIONS,Urinary Chloride,43.0,49.0,
1768,NEUROLOGY INVESTIGATIONS,Urinary potassium,80.0,92.0,
1769,NEUROLOGY INVESTIGATIONS,Urinary calcium,55.0,63.0,
1770,NEUROLOGY INVESTIGATIONS,Thyroid binding globulin,510.0,587.0,
1771,NEUROLOGY INVESTIGATIONS,24 hour urinary free cortisole,200.0,230.0,
1772,NEUROLOGY INVESTIGATIONS,Islet cell antibody,750.0,863.0,
1774,NEUROLOGY INVESTIGATIONS,Insulin associated antibody,449.0,516.0,
1775,NEUROLOGY INVESTIGATIONS,Insulin-like growth factor-1 (IGF-1),1500.0,1725.0,
1777,NEUROLOGY INVESTIGATIONS,Sex hormone binding globulin,1080.0,1242.0,
1778,NEUROLOGY INVESTIGATIONS,USG guided FNAC thyroid gland,387.0,445.0,
1779,NEUROLOGY INVESTIGATIONS,Estradiol (E2),208.0,239.0,
1780,NEUROLOGY INVESTIGATIONS,Thyroglobulin antibody,360.0,414.0,
1782,& INVESTIGATIONS: UNSPECIFIED,Serum IGE Level,300.0,345.0,
1783,& INVESTIGATIONS: UNSPECIFIED,NT-Pro BNP,1800.0,2070.0,
1784,& INVESTIGATIONS: UNSPECIFIED,CECT Chest/ CECT Thorax,2445.0,2875.0,
1785,& INVESTIGATIONS: UNSPECIFIED,MRI-Prostate (Multi-parametric) (Including CD) 6000/- including 6900 Including MRI CD CD,,,
1786,& INVESTIGATIONS: UNSPECIFIED,HCV RNA Quantitative,1500.0,1725.0,
1787,& INVESTIGATIONS: UNSPECIFIED,Tacrolimus,2300.0,2645.0,
1789,& INVESTIGATIONS: UNSPECIFIED,Fibroscan Liver,1000.0,1150.0,
1790,& INVESTIGATIONS: UNSPECIFIED,HLA B27 (PCR),500.0,575.0,
1791,& INVESTIGATIONS: UNSPECIFIED,Mantoux Test,175.0,200.0,
1792,& INVESTIGATIONS: UNSPECIFIED,Procalcitonin,1800.0,2070.0,
1793,& INVESTIGATIONS: UNSPECIFIED,TORCH Test,1120.0,1288.0,
1794,& INVESTIGATIONS: UNSPECIFIED,Tomography (IVOCT)/ Intravascular Ventricular Assist System,65000.0,65000.0,
1796,& INVESTIGATIONS: UNSPECIFIED,Anti –Smooth Muscle Antibody Test (ASMA),1241.0,1460.0,
1797,& INVESTIGATIONS: UNSPECIFIED,C ANCA-IFA,1275.0,1500.0,
1798,& INVESTIGATIONS: UNSPECIFIED,P ANCA-IFA,1275.0,1500.0,
1799,& INVESTIGATIONS: UNSPECIFIED,Angiotensin converting enzyme (ACE),850.0,1000.0,
1800,& INVESTIGATIONS: UNSPECIFIED,bronchial needle aspiration (TBNA) -Using New Needle,15614.0,18370.0,
1801,& INVESTIGATIONS: UNSPECIFIED,Extractable Nuclear Antigens (ENA) - Quantitative,3910.0,4600.0,
1802,& INVESTIGATIONS: UNSPECIFIED,Chromogranin A,4250.0,5000.0,
1803,& INVESTIGATIONS: UNSPECIFIED,Faecal calprotectin (fecal calprotectin),2320.0,2730.0,
1804,& INVESTIGATIONS: UNSPECIFIED,C3-COMPLEMENT,552.0,650.0,
1805,& INVESTIGATIONS: UNSPECIFIED,C4-COMPLEMENT,552.0,650.0,
1806,& INVESTIGATIONS: UNSPECIFIED,Genexpert Test,880.0,1035.0,
1807,& INVESTIGATIONS: UNSPECIFIED,DJ stent removal,7395.0,8700.0,
1808,UROLOGY,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425.0,500.0,
1809,PULMONARY INVESTIGATIONS,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750.0,15000.0,
1810,PULMONARY INVESTIGATIONS,CT Urography,3825.0,4500.0,
1811,PULMONARY INVESTIGATIONS,Video Laryngoscopy,5100.0,6000.0,
1812,ENT,CT Angio-Neck Vessels,5100.0,6000.0,
1813,ENT,H1N1 (RT-PCR),921.0,1084.0,
1815,ENT,Anti HEV IgM,850.0,1000.0,
1816,ENT,Anti HAV IgM,637.0,750.0,
1817,ENT,HBsAg Quantitative,552.0,650.0,
1818,ENT,Typhidot IgM,340.0,400.0,
1820,ENT,"Anti HBs ADDED vide clause 2,5, & 6 of OM F.No. S-11045/36/2012-CGHS (HEC) dated 26.11.2014",,,
1821,ENT,Free Triiodothyronine (FT3),106.0,125.0,
1822,ENT,Free Thyroxine (FT4),106.0,125.0,
1823,ENT,Widal Test,60.0,70.0,
1824,ENT,Dengue Serology,510.0,600.0,
1825,ENT,Blood component charges - Whole Blood per Unit,1450.0,1450.0,
1827,ENT,Blood component charges - Fresh Frozen Plasma,400.0,400.0,
1828,ENT,Platelet Concentrate- Random Donor Platelet (RDP),400.0,400.0,
1829,ENT,Blood component charges - Cryoprecipitate,200.0,200.0,
1831,ENT,"CCS Group A Officer of above 40 years of age –Male, Annual Health Check up",2000.0,2000.0,
1832,ENT,"CCS Group A Officer of above 40 years of age –female, Annual Health Check up",2200.0,2200.0,
1835,ENT,Fluid air exchange (per eye),4250.0,5000.0,per eye
1836,,C3F8 GAS Injection (per eye),4250.0,5000.0,per eye
1837,,Diurnal variation of IOP (per eye),1275.0,1500.0,per eye
1838,,Silicone oil injection (per eye),4250.0,5000.0,per eye
1839,,Epiretinal Membrane (ERM) Peeling (per eye),5950.0,7000.0,per eye
1840,,Epiretinal Membrane (ERM) Removal (per eye),2550.0,3000.0,per eye
1841,,Internal limiting membrane (ILM) peeling (per eye),2550.0,3000.0,per eye
1842,,Punctoplasty (per eye),5525.0,6500.0,per eye
1843,,Punctal plug(Collagen/silicone) (per eye),3400.0,4000.0,per eye
1844,,Laser Trabeculoplasty Gonioplasty (both eyes) 13600 both eye 16000 both eye,,,both eyes
1845,,Eye laser pulse therapy (per eye),2975.0,2975.0,per eye
1833,,Interleukin 6 (IL6/ IL 6),1834.0,1834.0,
1846,,Glaucoma valve/Glaucoma Ahmed valve,12750.0,15000.0,
1847,,Malyugin Ring,8500.0,10000.0,
1848,,Globe exploration (eye surgery),8500.0,10000.0,
1849,,Scleral Fixation Tissue glue,7140.0,8400.0,
1850,,Fibro optic Nasal Endoscopy,1955.0,2300.0,
1851,,Video Stroboscopy,4675.0,5500.0,
1852,,Video Bronchoscopy with BAL,8500.0,10000.0,
1853,,rate of EEG/Video EEG) Select CGHS rate code,1716.0,1716.0,
1,NEW PROCEDURES (2023),TAVI/ TAVR Implant,1284000.0,1284000.0,
2,NEW PROCEDURES (2023),TAVI/ TAVR Procedure cost,85000.0,100000.0,
3,NEW PROCEDURES (2023),IVL (Coronary intra Vascular Lithotripsy/ Short wave Lithotripsy) including GST,268000.0,268000.0,including GST
